name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Palam, delhi",2011-09-13T01:00:00,28,34.6,27,94.32,0,0,,,,,8.6,94,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-13T02:00:00,27.1,32.2,27,99.12,0,0,,,,,7.3,110,1004,52.6,2.9,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,42181099999"
"Palam, delhi",2011-09-13T03:00:00,27.1,32,27.1,100,0,0,,,,,7.6,100,1004.1,50,2,0,0,0,,Partially cloudy,partly-cloudy-night,42181099999
"Palam, delhi",2011-09-13T04:00:00,27,31.2,26,94.27,0,0,,,,,6.3,100,1004.1,50,2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-13T05:00:00,27,31.3,26,94.05,0,0,,,,,6.6,90,1004.1,51.6,2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-13T06:00:00,27.1,31.4,26.1,94.28,0,0,,,,,5.4,100,1005.1,90,2,3.1,0,0,,Partially cloudy,partly-cloudy-night,42181099999
"Palam, delhi",2011-09-13T07:00:00,28,34.6,27,94.32,0,0,,,,,6.7,80,1005.1,50,2,114.6,0.4,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-13T08:00:00,29.4,36.3,26,81.99,0,0,,,,,5.2,118,1006,49.6,2,328.8,1.2,3,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-13T09:00:00,31,37.6,25,70.47,0,0,,,,,7.6,120,,50,4,535,1.9,5,,Partially cloudy,partly-cloudy-day,VIDP
"Palam, delhi",2011-09-13T10:00:00,32.1,40.8,26.1,70.67,0,0,,,,,9.4,130,1006.1,50,4,696.8,2.5,7,,Partially cloudy,partly-cloudy-day,42181099999
"Palam, delhi",2011-09-13T11:00:00,32.1,39.5,25.1,66.4,0,0,,,,,9.4,129,1005,88,4.8,813.5,2.9,8,,Partially cloudy,partly-cloudy-day,"42182099999,42181099999"
"Palam, delhi",2011-09-13T12:00:00,32.4,39.8,25,65.11,0,0,,,,,9.4,158,1005.1,89.2,5,848.3,3.1,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-13T13:00:00,33,40.1,24.6,61.46,0,0,,,,,9.4,140,1004.1,89.2,5,822.5,3,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-13T14:00:00,34,40.7,24,56.03,0,0,,,,,10.2,176,1003.9,87.2,4.9,750.3,2.7,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-13T15:00:00,34.1,40.7,24.1,56.06,0,0,,,,,9.4,190,1003.1,90,5,602.3,2.2,6,,Partially cloudy,partly-cloudy-day,42181099999
"Palam, delhi",2011-09-13T16:00:00,33,40.5,25,62.92,0,0,,,,,7.6,150,,88,5,430.3,1.5,4,,Partially cloudy,partly-cloudy-day,VIDP
